gene.x,gene.y,weight.AF_confidence
CUL2,PRPF8,0.354
CUL7,ZMYM4,0.342
CUX1,MDC1,0.31
CYB5B,RHOT2,0.388
CYB5R3,DOCK7,0.368
CYB5R3,FLNA,0.312
CYB5R3,PELP1,0.34
CYB5R3,PPP1R9A,0.314
CYFIP2,SHANK1,0.34
DAPK1,DBN1,0.35
DAPK1,MYO5A,0.33
DAPK1,PCM1,0.33
DAPK1,PLEKHG3,0.336
DAPK1,PRRC2A,0.33
DARS2,EIF3G,0.382
DARS2,MRPL55,0.402
DARS2,OPA1,0.342
DARS2,TRIM33,0.338
DARS2,ZMYM2,0.334
DBN1,MYO18A,0.348
DBN1,MYO1B,0.342
DCAF11,RDH14,0.364
DCAF1,DCP1A,0.358
DCAF1,FARP2,0.348
DCAF1,RNF216,0.352
DCAF1,TROAP,0.356
DCAF5,RNH1,0.34
DCAF7,MOV10,0.374
DCAF7,TRAF3IP1,0.33
DCP1A,LRCH1,0.308
DCP1A,USP54,0.314
DCP2,DOCK7,0.37
DCP2,FAM117A,0.324
DDA1,DPY30,0.32
DDA1,EP300,0.33
DDA1,TRAF7,0.34
DDI2,NF1,0.356
DDI2,USP9X,0.374
DHX30,RBM15,0.348
DHX30,RNF169,0.358
DHX30,USP54,0.334
DHX57,RBM15,0.336
DLG1,FLNA,0.312
DLG1,FLNB,0.312
DLG1,GCN1,0.34
DLG1,MYH10,0.33
DLG1,MYH9,0.33
DLG1,RHOG,0.324
DNAJB1,PALM2AKAP2,0.316
DNAJC16,FAM91A1,0.35
DNAJC16,HSD17B4,0.32
DNM2,P3H1,0.324
DOCK7,MRPS9,0.368
DOCK7,PLEKHG3,0.346
DOCK7,SH3BGRL2,0.376
DOCK7,TCAIM,0.362
DPF2,SMARCC2,0.31
DPH6,SIRT1,0.336
DSG2,MYO5A,0.34
DYNLT1,TLN1,0.356
DYNLT1,WDR48,0.406
DYRK1A,NCOA1,0.318
DYRK1A,ZNF281,0.318
EDC4,FAM53C,0.326
EDC4,OTUD4,0.316
EDC4,PAIP2,0.328
EDC4,WDR61,0.324
EEFSEC,NUP50,0.352
EHMT2,PRDM10,0.31
EIF4E2,SCAF4,0.302
EIF4ENIF1,NDUFAF3,0.294
EIF4ENIF1,TARS2,0.34
EIF4ENIF1,USO1,0.336
EIF4ENIF1,WARS2,0.318
ELP1,ODF2,0.352
EP300,FAM117B,0.326
EP300,LRCH3,0.326
EP300,TCF25,0.324
EP300,ZC3H18,0.326
EPB41L2,LIMA1,0.316
EPB41L2,MAPRE1,0.322
EPB41L2,PALS1,0.318
EPS15,PPM1B,0.328
EPS15,TARS2,0.342
ERCC3,IDE,0.366
ERCC3,PAXIP1,0.33
ERCC3,TMEM177,0.354
ERCC3,UBN2,0.33
ERCC3,USP9X,0.358
ERCC3,ZMYM2,0.328
ERP44,SLC39A11,0.328
ESYT2,HSPA6,0.338
EVI5L,LZTS2,0.314
EVI5L,PARD3,0.312
EVI5L,PRKCI,0.324
FAM117A,SEC16A,0.316
FAM117A,WDR61,0.348
FAM53C,SKIV2L,0.368
FANCD2,PMPCA,0.362
FANCD2,SSBP3,0.372
FANCI,RAP1GAP,0.372
FANCI,STIP1,0.38
FBXO3,USP9X,0.36
FBXW11,TMEM177,0.346
FECH,PRCP,0.358
FLII,OAT,0.338
FLII,PCM1,0.32
FLII,PRKAR2A,0.338
FLII,SVIL,0.318
FLII,TPM4,0.346
FLII,TWF1,0.342
FLNB,OLA1,0.314
FLOT1,LMO7,0.3
FLOT1,TNPO1,0.366
FLOT2,SPTBN2,0.306
FMNL2,LMO7,0.314
FNTA,LRCH3,0.322
FNTB,NXF1,0.342
FNTB,OTUD4,0.328
FNTB,RB1,0.352
FNTB,TTC37,0.366
FNTB,YWHAG,0.37
FOXK1,UBR1,0.384
FTH1,GIGYF1,0.302
FYN,LMNB2,0.33
FYN,RHOG,0.342
GCN1,MARS1,0.334
GCN1,NUP43,0.344
GEMIN4,PRPF3,0.36
GGA3,NUP153,0.298
GLB1,OCIAD1,0.388
GLB1,SMARCC1,0.34
GLB1,SMARCC2,0.338
GLMN,NUP160,0.362
GNAI1,MAPRE1,0.364
GNAI1,RACGAP1,0.332
GPRASP2,IDE,0.368
GPRASP2,SPECC1L,0.302
GPRASP2,STUB1,0.308
GPS2,STUB1,0.328
GPS2,UBR1,0.398
GTF2H4,PDS5B,0.366
HDAC2,MBD3,0.358
HDGFL2,IDE,0.378
HEATR3,USP9X,0.358
HEXIM2,STUB1,0.332
HINT1,SIPA1L3,0.342
HIP1,SEC16A,0.314
HIRA,LIG3,0.332
HIRA,MED4,0.33
HIRA,MRE11,0.334
HIRA,NEFM,0.318
HIRA,RNH1,0.334
HIRA,SUPT16H,0.318
HIRA,TBL1X,0.32
HIRA,ZNF629,0.318
HLA-C,SARS2,0.364
HM13,NUP107,0.364
HSD17B4,LMO7,0.31
HSPA6,UBR1,0.386
HYOU1,RBM6,0.34
HYOU1,USP9X,0.354
HYPK,POLR2A,0.384
HYPK,VIRMA,0.372
IDE,SPATA5,0.364
IDE,XRCC1,0.38
IDH3A,NDUFA10,0.364
IFIT5,SIRT1,0.34
IFIT5,TIMM8A,0.41
IFT81,USP9X,0.366
IFT88,NUDT12,0.328
IGF2R,P3H1,0.338
IMMT,NEFM,0.304
INA,NEFL,0.31
ING2,PHF23,0.312
IQGAP1,LRCH2,0.318
IQGAP1,MYO5B,0.332
IQGAP1,NEXN,0.322
IQSEC1,OCLN,0.332
IQSEC1,RBM15,0.318
IQSEC1,SAV1,0.324
IQSEC1,USP9X,0.354
IRF2BP1,SAMD1,0.308
IRF2BPL,LONP1,0.328
ITPR1,WDR1,0.342
ITPR2,PAWR,0.368
ITPRID2,MYO5A,0.338
ITPRID2,PELP1,0.326
JPH1,NRXN1,0.336
JPH1,UBAC2,0.338
JPH1,USP9X,0.364
JUN,MRTFA,0.292
KDM1A,POLR1E,0.368
KDM1A,RRBP1,0.332
KDM1A,SAMD1,0.358
KEAP1,SSX2IP,0.344
KIAA1671,MYO5C,0.332
KIAA1671,NRXN2,0.322
KIAA1671,TMOD2,0.3
KIF14,NUP153,0.326
KIF7,TMEM177,0.336
KPNA1,SND1,0.336
KPNA3,SMC1A,0.328
KPNA5,OBSL1,0.322
KPNA5,WDR61,0.364
LEMD2,PHF21A,0.306
LEO1,PELP1,0.332
LIG3,NEFM,0.324
LIG3,RFC1,0.32
LIMA1,PGD,0.342
LMNA,XPO5,0.374
LMNB2,NEFM,0.304
LMO4,USP9X,0.382
LMO7,MYO5B,0.334
LMO7,PLEKHG3,0.312
LMO7,TJP1,0.314
LMX1B,USP9X,0.374
LONP1,LSM2,0.342
LONP1,PKP4,0.32
LRCH3,NXF1,0.312
LRCH3,YTHDC2,0.35
LRRFIP2,TWF1,0.302
LSM1,WDR61,0.398
LSM2,POLR2A,0.384
LZTS2,RBL1,0.342
MAGED2,SNX17,0.338
MAP3K20,RBBP7,0.334
MAPRE1,PPP1R12A,0.314
MBD2,MBD3,0.312
MCM10,NAP1L4,0.324
MCM10,SNX9,0.324
MDC1,MED20,0.302
MDC1,PARP2,0.316
MDC1,XRCC1,0.306
MED17,RRP9,0.34
MED1,NCOA3,0.318
MED1,XRCC1,0.322
MED24,MED4,0.39
MED29,MKI67,0.304
MED4,SAP30,0.318
METAP1D,MRPL50,0.374
METAP1D,MRPS2,0.364
METAP1D,NDUFA10,0.35
METAP1D,SMOC1,0.344
METAP1D,YME1L1,0.338
METTL15,MTX2,0.362
MICU1,OCRL,0.338
MIDEAS,MRE11,0.322
MOGS,SRPRA,0.374
MORF4L2,SIN3A,0.328
MOV10,OTUD4,0.346
MPHOSPH10,YTHDC2,0.354
MPRIP,NRXN2,0.332
MPRIP,SPECC1L,0.306
MRPL40,PRCP,0.382
MRPL40,TRIM33,0.314
MRPL45,SLC39A10,0.31
MRPL49,ZC3H7A,0.322
MRPS28,PDSS2,0.372
MRPS2,SLC39A10,0.312
MRPS2,TIMM44,0.328
MRPS9,PISD,0.342
MRPS9,SIN3B,0.326
MRPS9,WDR61,0.352
MSI2,PDCD11,0.32
MTMR1,ODF2,0.34
MTREX,PPP1R9A,0.34
MYH10,MYO1E,0.324
MYH10,POC1A,0.334
MYH9,RACGAP1,0.334
MYH9,SPECC1L,0.328
MYO1D,SPECC1,0.336
MYO1D,SPTAN1,0.324
MYO1E,NRXN2,0.326
MYO5A,PPP1R9B,0.342
MYO5A,SCRIB,0.334
MYO5A,XPO5,0.34
MYO6,NOL10,0.352
MYO6,WDR61,0.374
NADK2,NDUFA10,0.346
NAP1L4,USP9X,0.372
NARS2,SLC39A6,0.34
NCOA1,NCOA2,0.31
NCOA1,NCOA3,0.31
NCOA2,SHKBP1,0.32
NDUFA10,PDSS1,0.34
NDUFA10,RCC1L,0.368
NDUFS2,SLC39A10,0.328
NEFM,PYGL,0.358
NEFM,TTF2,0.326
NEFM,VARS1,0.354
NEFM,YPEL5,0.292
NFS1,TTF2,0.332
NIPSNAP2,SLC39A10,0.312
NIPSNAP2,TRIM33,0.308
NOL10,PPP1R12A,0.316
NOL10,RACGAP1,0.322
NOL10,SPTBN1,0.314
NRP1,RPRD2,0.316
NRXN2,SCRIB,0.326
NRXN2,XPO5,0.346
NSUN4,TIMM44,0.346
NUDT6,SLC39A6,0.316
NUMA1,OAT,0.316
NUMA1,PRKAR2A,0.304
NUMA1,SARS1,0.318
NUP107,VAPA,0.372
NUP153,PAF1,0.302
NUP153,TMEM209,0.306
NUP155,UBR2,0.364
NUP155,ZNF410,0.364
NXF1,TEX10,0.352
NXN,PAXIP1,0.316
NXN,TARS2,0.36
OAT,RAD50,0.324
OBSL1,STAG2,0.334
OCIAD1,SRPRA,0.338
OCLN,TARS2,0.362
OCRL,RPRD2,0.314
OCRL,WARS2,0.34
ODF2,PKP4,0.32
OGT,SINHCAF,0.39
OLA1,PCM1,0.312
OTUD4,SEC16A,0.316
OTUD4,TRIM41,0.31
OTUD4,USP54,0.312
OTUD4,YWHAG,0.31
P3H1,TCF20,0.314
P4HB,RACGAP1,0.328
P4HB,SND1,0.334
PAF1,STAG2,0.36
PALM2AKAP2,SIPA1L3,0.34
PARD3,TRAF2,0.298
PATL1,ZC3H18,0.312
PAXIP1,WDR6,0.358
PCM1,TOM1,0.3
PCM1,WDR1,0.326
PDCD11,RBM6,0.32
PDCD11,RIOK2,0.318
PDCD11,RNH1,0.322
PDCD11,WRNIP1,0.316
PELP1,PGD,0.334
PELP1,POLDIP2,0.342
PELP1,PYGL,0.348
PELP1,SARS1,0.336
PFKP,SIPA1L3,0.334
PGD,PRRC2A,0.318
PHKG2,PPP2CA,0.354
PJA1,SEC16A,0.316
PJA1,YWHAH,0.324
PKP4,POLE,0.352
PKP4,PRPF3,0.328
PKP4,PRPF31,0.328
PKP4,SMN2,0.334
PKP4,WDR11,0.364
PLOD1,RAD50,0.344
PLOD3,SNRNP200,0.368
PLOD3,XRCC5,0.356
PMPCA,PPP2R2D,0.366
PMPCA,SNX9,0.344
PNKP,SUPT16H,0.326
POLD1,ZMYM2,0.352
PPP1R12A,SIPA1L3,0.33
PPP1R12A,TPM1,0.308
PPP1R12A,TPM4,0.316
PRCP,TIMM44,0.356
PRKAR1A,SEC16A,0.314
PRPF4,RNPC3,0.336
PRRC2A,TRIM33,0.308
RAB18,YME1L1,0.338
RAD21,WDR61,0.332
RAD50,RFC1,0.314
RAE1,SP2,0.334
RAP1GAP,RIC8A,0.34
RB1,RELA,0.352
RBM10,YTHDC2,0.344
RBM12,WDR33,0.318
RBM15,TBL1XR1,0.322
RCC1L,TAOK3,0.336
RCC1L,VARS2,0.378
RNF169,YTHDC2,0.354
RNF40,WTAP,0.298
RNH1,UBN1,0.33
RNPC3,USP39,0.348
RRP9,SENP3,0.34
RRP9,SMC1A,0.318
SAP30,UBN2,0.3
SART1,USP39,0.334
SART1,WDR33,0.316
SART3,TTC19,0.34
SCAF4,TNRC6B,0.302
SCRIB,TPM1,0.32
SCRIB,VARS1,0.34
SEC16A,TRAF7,0.312
SGPL1,ZMYM4,0.326
SIL1,VAMP3,0.36
SIPA1L3,SND1,0.332
SLC25A13,SRPRA,0.324
SLC39A10,USO1,0.34
SLIT2,TAOK3,0.328
SMARCA4,SMARCC1,0.328
SMARCE1,YME1L1,0.332
SMC3,SND1,0.32
SND1,SPECC1,0.326
SND1,SVIL,0.316
SND1,TJP1,0.316
SND1,TPM1,0.36
SNRNP200,TPM1,0.39
SPTAN1,SUPT16H,0.316
SPTBN1,TPM4,0.31
SPTBN1,WDR48,0.326
SPTBN2,TMOD2,0.308
SUPT16H,UBN1,0.32
SVIL,TPM4,0.32
TARS2,TRIM33,0.334
TBC1D15,TNPO1,0.35
TBL1XR1,XRCC5,0.326
TBR1,TSN,0.322
TCAF1,ZMYM2,0.35
TCF25,YTHDC2,0.354
TCF3,TOP2B,0.342
THUMPD3,TIMM8B,0.386
TIMM8A,XRN1,0.374
TLN1,ZCCHC9,0.356
TNFAIP8,TNPO3,0.402
TNFAIP8,XPO7,0.396
TNPO3,UGGT1,0.364
TNRC6B,VTI1B,0.294
TOP2A,ZYG11B,0.35
TOP2B,TP53,0.356
TOP2B,WDR26,0.34
TRAF2,USP9X,0.368
TRIM41,YWHAG,0.322
TRIM41,YWHAH,0.322
UBN2,ZYG11B,0.336
USP54,XRN1,0.338
USP9X,WRNIP1,0.364
USP9X,YWHAH,0.376
VIRMA,WIPF3,0.362
VRK3,ZNF629,0.322
WDR61,YWHAH,0.38
XPO1,XPOT,0.354
XPOT,ZW10,0.36
XRN1,ZC3H4,0.344
YTHDC2,ZCCHC9,0.372
ANK2,ATIC,0.318
CDC42BPA,SCN2A,0.3448
ANKRD11,CDC73,0.2984
DOCK7,UBR1,0.345
ACAD11,BCL11A,0.314
ACAD11,NACC1,0.324
ADNP,CHD4,0.326
AKAP8,KDM6B,0.316
ANKRD11,RAD21,0.3
AP2S1,DCAF11,0.372
AP2S1,MOGS,0.402
AP2S1,SLC25A19,0.37
ARID1B,OCIAD1,0.312
ARID4B,SIN3A,0.312
ATE1,LRRC4C,0.326
ATP2B1,DSCAM,0.318
BCL11A,MTA1,0.306
CAMK2G,PPP1R9B,0.306
CEP120,TCF20,0.296
CEP170,PPP1R9B,0.296
CGN,CORO1A,0.312
CLPB,LRRC4C,0.32
CLTC,SETD5,0.304
CNOT2,KIAA0232,0.29
CORO1A,LRRFIP2,0.328
CORO1A,MYH9,0.328
CORO1A,PCM1,0.308
CPSF4,GIGYF1,0.288
CREBBP,RELA,0.316
CTNNB1,GLB1,0.35
DLG1,TRAF7,0.306
DYRK1A,FARP2,0.318
EHMT2,POGZ,0.306
EIF3G,TRMU,0.356
ELAVL3,XRN1,0.36
ERCC3,MKX,0.352
FECH,UBR1,0.386
FLII,NRXN1,0.322
GCN1,GNAI1,0.344
GIGYF1,SCAF4,0.298
GIGYF1,SNRNP70,0.292
GIGYF1,TNRC6A,0.294
GIGYF1,TNRC6B,0.294
GNAI1,NRXN1,0.348
GPS2,KMT2E,0.294
GRAMD4,MYT1L,0.298
GRIN2B,NUP155,0.324
HDGFL2,POGZ,0.308
IRF2BPL,PRR12,0.298
KIAA1671,NRXN1,0.314
KIF7,RAI1,0.316
LEMD2,SATB1,0.298
LIMA1,NRXN1,0.332
LRRC4C,TNPO3,0.364
MYT1L,RFX1,0.31
NFKBIL1,PHF2,0.32
NUP155,TNRC6B,0.326
OCRL,UBR1,0.368
OPA1,UBR1,0.366
PAX5,XRCC5,0.336
PPP1R9B,TCF4,0.296
RABL3,SLC6A1,0.378
RAI1,TRAF2,0.294
RAI1,TRAF3,0.296
RTN3,TM9SF4,0.33
SHANK3,ZCCHC9,0.314
SNRNP200,STXBP1,0.368
SPAST,USP9X,0.356
SPAST,ZW10,0.33
TAOK1,TM9SF4,0.336
TBR1,USP9X,0.358
ABI1,SHANK3,0.31
ABLIM1,ITPR2,0.344
ACADSB,MICU2,0.352
ACADSB,OCRL,0.32
ACADSB,RPRD2,0.308
ACOT9,CLCC1,0.332
ACOT9,RPRD2,0.308
ACTN1,FLII,0.32
ACTN1,KIAA1671,0.31
ACTN1,MYO18A,0.332
ACTN1,MYO6,0.328
ACTN1,PAWR,0.324
ACTN1,SNRNP200,0.364
ACTN4,AFDN,0.31
ACTN4,FLNA,0.308
ACTN4,FLNB,0.308
ACTN4,ITPR3,0.338
ACTN4,ITPRID2,0.318
ACTN4,PPP1R9A,0.314
ACTN4,PRPF6,0.322
ACTN4,SIPA1L3,0.322
ADD3,CTNNA1,0.33
ADD3,DAPK1,0.342
AFDN,CDC42BPA,0.314
AFDN,LSR,0.31
AFDN,PELP1,0.318
AFDN,PLEKHG3,0.308
AFDN,PPP1R12A,0.306
AFG3L2,EIF4ENIF1,0.316
AFG3L2,TIMM44,0.326
AGO2,CDC73,0.366
AGPS,TRIM33,0.326
AHCYL1,MPHOSPH10,0.326
AKAP8,AP2B1,0.328
AKAP8,CASK,0.316
AKAP8,HSD17B4,0.306
AKAP8,OCLN,0.304
ALDH18A1,MRPL38,0.328
ALDH18A1,PRRC2A,0.308
AMBRA1,CNOT3,0.312
AMER1,CTNNA1,0.32
AMPD2,LMNA,0.344
ANKRD11,GPS2,0.296
ANKRD11,PPP1R9B,0.3
ANKRD13B,TNFAIP8,0.346
ANKRD17,MLYCD,0.314
ANP32B,CKAP5,0.304
ANP32B,PALM2AKAP2,0.314
ANP32B,RBM15,0.298
ANP32B,SPTAN1,0.298
ANP32B,TJP1,0.308
ANP32E,COPS4,0.348
ANXA6,MYH14,0.322
AP1G1,ZMYM4,0.316
AP2A1,CLTC,0.314
AP2A1,P4HA1,0.326
AP2A1,TP53,0.336
AP2A2,CLTC,0.314
AP2A2,EPS15L1,0.322
AP2A2,IDE,0.352
AP2A2,REPS1,0.324
AP2B1,BAIAP2,0.332
AP2B1,CRTAP,0.334
AP2B1,EPS15,0.324
AP2B1,KIAA1671,0.312
AP2B1,RNF40,0.322
AP2M1,KIF7,0.322
AP2M1,SNX9,0.328
AP2S1,POLD1,0.4
AP2S1,RBM15,0.296
APC,GLB1,0.314
APC,RNF169,0.308
ARHGEF1,COQ8B,0.32
ARHGEF1,IDH3G,0.32
ARHGEF1,LONP1,0.31
ARIH1,POLDIP2,0.334
ARIH1,TTF2,0.322
ATAD3B,ITPR3,0.35
ATAD3B,LMO7,0.298
ATAD3B,TNRC6B,0.298
ATAD3B,USP9X,0.358
ATF7,SIN3A,0.32
ATIC,SPTBN1,0.318
ATP2B1,XPOT,0.334
ATXN2,CDK5RAP1,0.318
ATXN2,FASTKD2,0.318
B3GALT6,ERCC3,0.344
BAG5,UBN2,0.304
BAIAP2,CLPB,0.318
BAIAP2,JPH1,0.326
BAP1,HCFC1,0.312
BAX,RABGGTB,0.38
BCR,ZC3H4,0.306
BEND3,MRPS9,0.3
BEND3,NCOR2,0.298
BEND3,TRMT10C,0.31
BIRC2,EDC4,0.314
BIRC2,PATL1,0.314
BMS1,COPS4,0.326
BMS1,PELP1,0.316
BMS1,TEX10,0.322
BRD4,HCFC1,0.312
BRMS1,ING2,0.308
BTRC,PAXIP1,0.312
BUD13,PDCD11,0.312
BUD13,YTHDC2,0.342
CACNA2D1,TPM1,0.382
CACTIN,NXF1,0.296
CALR,CTNNA1,0.338
CALR,NEXN,0.322
CALU,DDA1,0.366
CALU,DOCK7,0.364
CALU,MYCBP,0.364
CALU,PATL1,0.312
CALU,UBR5,0.344
CALU,ZNF768,0.318
CAMK2G,MAP7D3,0.308
CAMSAP3,TRAF3,0.302
CAMSAP3,VAPA,0.306
CAND1,CSNK2A2,0.364
CAND1,DYNLT1,0.384
CAND1,HDGFL2,0.352
CAND1,PAF1,0.362
CAND1,SRP19,0.378
CAND1,SUPT6H,0.332
CAPN2,SUPT16H,0.332
CASK,ERCC3,0.33
CASK,FBXW11,0.322
CASK,MCAT,0.318
CASK,PAXIP1,0.312
CASK,ZMYM4,0.308
CAVIN1,DSG2,0.312
CAVIN1,FYN,0.342
CAVIN1,SPECC1L,0.302
CAVIN1,TNPO1,0.372
CCAR2,LSM2,0.336
CCAR2,TNRC6A,0.308
CCDC88A,XPO5,0.338
CCDC8,LSM1,0.298
CCDC8,OTUD4,0.302
CDC42BPA,CORO1C,0.316
CDC42BPA,DSG2,0.316
CDC42BPA,OLA1,0.32
CDC42BPA,P4HB,0.32
CDC42BPA,RACGAP1,0.32
CDC42BPB,FMNL2,0.312
CDC42BPB,MYO5C,0.324
CDC42BPB,OGDH,0.338
CDC42BPB,P4HB,0.318
CDC42BPB,RACGAP1,0.318
CDC42BPB,SCRIB,0.312
CDC73,SND1,0.334
CDH2,TJP1,0.304
CDKN2AIP,NCBP1,0.368
CDKN2AIP,TIMM8B,0.304
CDKN2AIP,XRN1,0.348
CEP164,TCF25,0.312
CEP170,MYO5C,0.326
CEP170,NRP1,0.308
CEP170,PISD,0.302
CEP170,ZYX,0.292
CHAF1B,SNX17,0.332
CHD1,CTR9,0.316
CHD1,IWS1,0.322
CHD1,NKTR,0.318
CHD4,LEMD2,0.324
CHD4,MTA1,0.322
CHD4,RFC1,0.32
CHD4,SIN3A,0.32
CHD4,UBN1,0.322
CHD4,WDR26,0.322
CHD4,XPC,0.32
CIP2A,RPRD2,0.314
CIP2A,XPO4,0.352
CKAP2,NDC1,0.336
CKAP2,TMEM209,0.304
CKAP5,DBN1,0.302
CKAP5,EPB41L2,0.306
CKAP5,GTSE1,0.302
CKAP5,OTUD4,0.302
CLCC1,MICU1,0.32
CLCC1,USO1,0.34
CLK2,GPS2,0.34
CLPB,KIF7,0.316
CLPB,MRPL49,0.336
CLPB,MTX2,0.33
CLPB,POLE,0.362
CLPB,USP9X,0.35
CLTC,GTSE1,0.308
CLTC,MPRIP,0.306
CLTC,OGT,0.334
CLTC,REPS1,0.31
CLTC,TOM1,0.308
CNOT11,COA7,0.312
CNOT11,TRAF3,0.312
CNOT1,NFXL1,0.316
CNOT2,NFXL1,0.306
COA7,NFXL1,0.304
COL18A1,KIF14,0.308
COL18A1,SUN2,0.294
COLGALT1,SCAF4,0.326
COLGALT1,VAMP3,0.396
COP1,ZMYM2,0.31
COPS2,TLN1,0.336
COPS4,MED17,0.336
COQ10B,USO1,0.352
COQ10B,YME1L1,0.332
COQ8A,DOCK7,0.346
COQ8A,EIF4ENIF1,0.318
COQ8A,PISD,0.324
CORO1B,MYO18A,0.342
CORO1C,PKP2,0.328
CPSF1,TBL1X,0.376
CPSF3,PKP4,0.314
CPSF3,SCAF4,0.316
CPSF4,GEMIN5,0.372
CPSF4,TNRC6A,0.29
CREBBP,NXF1,0.316
CREBBP,TRIM41,0.318
CRTAP,MSI2,0.344
CRTAP,RCN1,0.336
CSNK2A2,WDR61,0.362
CTBP1,FAM117B,0.322
CTBP2,DCAF7,0.336
CTBP2,XRN1,0.354
CTBP2,YWHAH,0.342
CTNNA1,GABARAP,0.352
CTNNA1,GCN1,0.328
CTNNA1,GLB1,0.34
CTNNA1,LRCH2,0.332
CTNNA1,LSR,0.332
CTNNA1,MYO18A,0.332
CTNNA1,MYO5B,0.33
CTNNA1,NEXN,0.33
CTNNA1,PLEKHG3,0.318
CTNNA1,SPTAN1,0.312
CTNNA1,SPTBN1,0.312
CTR9,MYH14,0.318
CTR9,MYO5A,0.326
CTR9,NFKBIL1,0.338
CTR9,OGT,0.334
CTR9,STAG2,0.332
CTSA,NCOA2,0.316
CTSA,ZNF629,0.328
CUL2,EFTUD2,0.352
CUX1,KDM1A,0.324
CUX1,LEMD2,0.294
CYB5R3,MTREX,0.366
DAPK1,MYO1B,0.328
DAPK1,POC1A,0.35
DAPK1,PPP1R9A,0.33
DAPK1,SUPT16H,0.33
DARS2,KPNA5,0.352
DARS2,PAXIP1,0.332
DARS2,POLE,0.36
DARS2,YWHAG,0.376
DBN1,DLG1,0.312
DBN1,ITPR1,0.354
DBN1,MYO5C,0.344
DBN1,PALS1,0.324
DBN1,SND1,0.326
DCAF11,RAB18,0.366
DCAF1,PATL1,0.348
DCAF1,TCF25,0.344
DCAF7,ELP1,0.366
DCAF7,LONP1,0.322
DCAF7,TBL1XR1,0.34
DCP2,ZC3H18,0.302
DDA1,ZC3H4,0.284
DHX30,EIF3K,0.366
DHX30,PAF1,0.356
DHX30,SMC1A,0.338
DHX57,LEO1,0.334
DLG1,KIAA1671,0.3
DLG1,MYO18A,0.336
DLG1,PFDN6,0.316
DLG1,SPTBN1,0.304
DNAAF5,NUP133,0.336
DNAAF5,USP9X,0.34
DNAJB1,EPB41L2,0.312
DNAJB1,FLII,0.334
DNAJB1,PELP1,0.332
DNAJB1,RACGAP1,0.308
DNAJB1,SPECC1,0.292
DNAJC16,KIF7,0.324
DNAJC16,PDCD11,0.314
DNAJC21,FLNA,0.306
DOCK6,FAM117A,0.366
DOCK7,FNTB,0.352
DOCK7,MPRIP,0.346
DOCK7,MRE11,0.352
DOCK7,MRPL40,0.372
DOCK7,MRPL49,0.37
DOCK7,MRPL55,0.376
DOCK7,MYO1B,0.338
DOCK7,NOL10,0.352
DOCK7,P4HB,0.358
DOCK7,RAE1,0.358
DOCK7,SIL1,0.358
DOCK7,TPM1,0.368
DSG2,LMNA,0.312
DYNLT1,ZC3H18,0.284
DYRK1A,P3H1,0.32
ECD,SAAL1,0.332
ECHS1,RBM15,0.304
ECI2,NUBPL,0.328
ECI2,WARS2,0.346
EDC3,TRAF2,0.308
EDC3,USP54,0.306
EDC3,WDR61,0.336
EDC4,MRPS9,0.318
EDC4,PARD3,0.31
EEFSEC,EIF3G,0.356
EEFSEC,GTF2H5,0.382
EFTUD2,PRPF6,0.342
EFTUD2,UPF1,0.338
EHMT1,PRDM10,0.306
EIF2B4,MMS19,0.352
EIF3G,GTF2H4,0.336
EIF3G,TNRC6A,0.29
EIF3I,EIF3K,0.364
EIF3L,SART3,0.326
EIF4E2,MOV10,0.372
EIF4ENIF1,LEMD2,0.298
EIF4ENIF1,MRE11,0.314
EIF4ENIF1,NRP1,0.312
EIF4ENIF1,PDSS1,0.31
EIF4ENIF1,TIMM44,0.296
ELAVL2,XRN1,0.358
ELF1,SCRIB,0.312
ELP1,LSM5,0.378
ELP1,MAP7D3,0.342
ELP1,PAXIP1,0.34
ELP1,POMGNT2,0.348
ELP1,YME1L1,0.344
EP300,MYCBP,0.324
EP300,NXF1,0.318
EP300,TP53,0.322
EP300,TRIM41,0.318
EPB41L2,SPECC1L,0.304
EPS15,EPS15L1,0.3
ERCC3,OCLN,0.348
ERCC3,SAP30,0.362
ERCC3,SUPT16H,0.328
ERMP1,SRPRA,0.364
EVI5L,FAM117B,0.31
EVI5L,MYCBP,0.328
EVI5L,XRN1,0.344
EXD2,NRXN1,0.326
EXD2,RRBP1,0.3
FAM117A,USP54,0.308
FAM53B,OTUD4,0.302
FAM53B,SEC16A,0.306
FAM53B,TCF25,0.338
FAM53C,USP9X,0.362
FAM91A1,IQSEC1,0.34
FAM91A1,JPH1,0.352
FAM91A1,STK3,0.36
FANCI,YME1L1,0.362
FARP2,PJA1,0.32
FARP2,USP54,0.31
FARS2,NIPSNAP2,0.358
FARS2,STIM1,0.32
FASTKD2,NSUN4,0.35
FBXW11,OCRL,0.324
FECH,YME1L1,0.318
FHL3,NCOR1,0.292
FLII,FYN,0.328
FLII,ITPRID2,0.318
FLII,LIMA1,0.324
FLII,LSR,0.322
FLII,P4HB,0.324
FLII,PLEKHG3,0.314
FLII,PPP1R12A,0.316
FLII,SIPA1L3,0.32
FLNA,GNAI1,0.306
FLNA,PGD,0.314
FLNA,POC1A,0.306
FLNB,GNAI1,0.306
FLNB,PGD,0.314
FLOT2,MYO18A,0.346
FLOT2,SIPA1L3,0.328
FLOT2,SPTBN1,0.298
FMNL2,PCM1,0.304
